Task_ID,Priority,Project_ID,Project_code,Category,Total_developers,TaskPerformance,DeveloperPerformance,Hours_estimate,Hours_logged,Difference,Estimate_Effort
6541,3,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
6544,3,2,PC2,Release,1,0,0,0.75,0.75,0,1.045258621
6545,3,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6562,5,2,PC2,Release,1,0,0,3,3,0,1.336206897
6570,1,9,PC9,Bug,1,0,0,5,5,0,1.594827586
6573,1,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
6575,1,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
6630,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
6644,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
6649,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
6656,2,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
6657,1,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
6665,1,2,PC2,Enhancement,1,0,0,3,3,0,1.336206897
6667,5,9,PC9,Bug,1,0,0,2,2,0,1.206896552
6670,3,2,PC2,Enhancement,1,0,0,2.5,2.5,0,1.271551724
6680,7,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6689,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
6698,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6705,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6714,1,9,PC9,Enhancement,1,0,0,7,7,0,1.853448276
6715,2,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
6718,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
6730,1,2,PC2,Release,1,0,0,2,2,0,1.206896552
6740,1,9,PC9,Release,1,0,0,0.5,0.5,0,1.012931034
6745,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6756,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6757,2,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
6762,5,9,PC9,Bug,1,0,0,3,3,0,1.336206897
6764,5,9,PC9,Enhancement,1,0,0,1.5,1.5,0,1.142241379
6765,5,9,PC9,Bug,1,0,0,3,3,0,1.336206897
6767,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6772,5,9,PC9,Bug,1,0,0,1.5,1.5,0,1.142241379
6774,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6775,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6787,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6817,1,2,PC2,Enhancement,1,0,0,3,3,0,1.336206897
6841,8,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6850,5,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
6866,3,18,PC18,Release,1,0,0,1,1,0,1.077586207
6870,1,16,PC16,Enhancement,1,0,0,2.5,2.5,0,1.271551724
6887,1,2,PC2,Testing,1,0,0,14,14,0,2.75862069
6903,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6920,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6928,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6931,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6933,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6937,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
6953,1,2,PC2,Bug,1,0,0,3.5,3.5,0,1.400862069
6954,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
6956,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6960,5,2,PC2,Enhancement,1,0,0,4,4,0,1.465517241
6963,5,2,PC2,Release,1,0,0.5,3,3,0,1.336206897
6963,5,2,PC2,Release,1,0,NA,3,3,0,1.336206897
6964,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
6969,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
6970,2,16,PC16,Enhancement,1,0,0,1,1,0,1.077586207
6974,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6981,1,9,PC9,Bug,1,0,0,3,3,0,1.336206897
6988,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
6991,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
6996,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
6999,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7000,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7001,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7002,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7003,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7007,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7010,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7014,1,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
7016,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7017,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7018,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7022,5,9,PC9,Testing,1,0,0,1,1,0,1.077586207
7024,5,9,PC9,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7025,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7040,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
7043,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
7048,3,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
7051,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7053,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7055,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7056,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7057,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
7060,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7061,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
7064,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7065,1,2,PC2,Bug,1,0,0,2.5,2.5,0,1.271551724
7069,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7071,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7073,1,2,PC2,Bug,1,0,0,5,5,0,1.594827586
7075,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7088,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7093,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7095,1,2,PC2,Testing,1,0,0,3.5,3.5,0,1.400862069
7103,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
7104,1,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7107,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7109,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7111,1,2,PC2,Testing,1,0,0,2,2,0,1.206896552
7126,2,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
7127,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7135,5,9,PC9,Enhancement,1,0,0,2,2,0,1.206896552
7138,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7141,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7145,1,17,PC17,Bug,1,0,0,3,3,0,1.336206897
7146,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
7155,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7159,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7165,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7166,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
7167,1,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
7177,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7182,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
7186,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
7187,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7191,3,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7194,1,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
7201,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7213,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7215,1,2,PC2,Enhancement,1,0,0,3.5,3.5,0,1.400862069
7227,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7230,1,2,PC2,Testing,1,0,0,1,1,0,1.077586207
7250,1,9,PC9,Release,1,0,0,4,4,0,1.465517241
7257,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
7260,5,9,PC9,Enhancement,1,0,0,0.75,0.75,0,1.045258621
7263,1,9,PC9,Release,1,0,0,3,3,0,1.336206897
7269,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7271,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7273,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7283,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7285,5,9,PC9,Bug,1,0,0,2,2,0,1.206896552
7288,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7296,1,17,PC17,Enhancement,1,0,0,1.5,1.5,0,1.142241379
7297,1,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7298,5,9,PC9,Bug,1,0,0,2,2,0,1.206896552
7302,5,9,PC9,Bug,1,0,0,2,2,0,1.206896552
7308,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7309,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7314,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
7319,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
7324,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
7326,1,16,PC16,Bug,1,0,0,2,2,0,1.206896552
7327,5,9,PC9,Bug,1,0,0,1.75,1.75,0,1.174568966
7332,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
7366,3,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7367,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7369,5,9,PC9,Bug,1,0,0,1.25,1.25,0,1.109913793
7373,1,2,PC2,Testing,1,0,0,1,1,0,1.077586207
7389,1,2,PC2,Enhancement,1,0,0,5,5,0,1.594827586
7402,5,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7418,5,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7428,5,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
7429,5,2,PC2,Release,1,0,0,1,1,0,1.077586207
7438,7,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7445,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
7449,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7452,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7454,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7465,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7469,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7470,1,9,PC9,Enhancement,1,0,0,7,7,0,1.853448276
7484,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7485,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7489,3,2,PC2,Enhancement,1,0,0,3.5,3.5,0,1.400862069
7497,1,9,PC9,Enhancement,1,0,0,7,7,0,1.853448276
7498,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7499,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7500,3,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7504,1,2,PC2,Enhancement,1,0,NA,4.25,4.25,0,1.497844828
7504,1,2,PC2,Enhancement,1,0,NA,4.25,4.25,0,1.497844828
7504,1,2,PC2,Enhancement,1,0,0.75,4.25,4.25,0,1.497844828
7510,1,2,PC2,Testing,1,0,0,0.5,0.5,0,1.012931034
7512,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7513,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7515,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
7519,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7524,5,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7525,5,9,PC9,Bug,1,0,0,2.5,2.5,0,1.271551724
7527,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7528,2,2,PC2,Bug,1,0,0,2.5,2.5,0,1.271551724
7533,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7535,5,9,PC9,Bug,1,0,0,4,4,0,1.465517241
7539,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7553,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7559,3,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7560,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7571,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7574,5,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
7575,5,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
7576,5,9,PC9,Enhancement,1,0,0,2.5,2.5,0,1.271551724
7578,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
7580,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7584,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7586,4,2,PC2,Enhancement,1,0,0,2.5,2.5,0,1.271551724
7590,5,9,PC9,Enhancement,1,0,0,2.5,2.5,0,1.271551724
7599,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7600,1,2,PC2,Bug,1,0,0,10,10,0,2.24137931
7603,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7607,2,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7611,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7623,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7626,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7627,5,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7644,5,9,PC9,Bug,1,0,0,5,5,0,1.594827586
7645,4,9,PC9,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7650,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7651,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7656,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7666,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7689,4,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7693,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7695,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
7698,1,9,PC9,Bug,1,0,NA,7,7,0,1.853448276
7698,1,9,PC9,Bug,1,0,3.75,7,7,0,1.853448276
7702,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7705,5,9,PC9,Enhancement,1,0,0,5,5,0,1.594827586
7710,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7711,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7712,5,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
7713,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7714,5,9,PC9,Bug,1,0,0,0.75,0.75,0,1.045258621
7717,1,2,PC2,Bug,1,0,0,5,5,0,1.594827586
7723,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7732,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7743,5,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
7744,5,2,PC2,Enhancement,1,0,0,3.5,3.5,0,1.400862069
7745,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7750,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
7757,3,9,PC9,Bug,1,0,0,1.5,1.5,0,1.142241379
7772,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7776,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7777,1,2,PC2,Testing,1,0,0,0.5,0.5,0,1.012931034
7778,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7785,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7797,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7820,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7840,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7842,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
7844,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7848,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7858,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7859,1,2,PC2,Testing,1,0,0,1,1,0,1.077586207
7866,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7877,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
7878,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
7883,2,2,PC2,Bug,1,0,0,2.5,2.5,0,1.271551724
7887,3,9,PC9,Bug,1,0,0,1.5,1.5,0,1.142241379
7891,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7897,3,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7905,1,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
7906,1,9,PC9,Enhancement,1,0,0,0.5,0.5,0,1.012931034
7907,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7910,1,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
7911,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
7918,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
7920,5,9,PC9,Bug,1,0,0,0.75,0.75,0,1.045258621
7921,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
7926,6,16,PC16,Enhancement,1,0,0,2,2,0,1.206896552
7927,3,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
7951,1,16,PC16,Bug,1,0,0,1,1,0,1.077586207
7958,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
7966,1,2,PC2,Enhancement,1,0,0,5.5,5.5,0,1.659482759
7984,5,9,PC9,Enhancement,1,0,0,1.5,1.5,0,1.142241379
7991,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8007,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8018,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8021,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
8029,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8034,3,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8041,1,16,PC16,Enhancement,1,0,0,1,1,0,1.077586207
8064,5,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
8078,5,9,PC9,Bug,1,0,0,3,3,0,1.336206897
8079,5,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
8096,1,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
8098,1,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
8111,1,2,PC2,Bug,1,0,0,10,10,0,2.24137931
8117,3,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
8120,5,16,PC16,Bug,1,0,0,1,1,0,1.077586207
8121,4,16,PC16,Enhancement,1,0,0,1,1,0,1.077586207
8122,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8123,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
8125,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
8127,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
8137,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
8143,2,2,PC2,Bug,1,0,0,3,3,0,1.336206897
8144,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8148,2,2,PC2,Testing,1,0,0,7.5,7.5,0,1.918103448
8149,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8150,1,16,PC16,Bug,1,0,0,1,1,0,1.077586207
8151,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8156,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
8164,5,9,PC9,Bug,1,0,0,1.25,1.25,0,1.109913793
8169,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8174,5,9,PC9,Bug,1,0,0,2.5,2.5,0,1.271551724
8179,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
8182,2,17,PC17,Release,1,0,0,1.5,1.5,0,1.142241379
8187,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
8188,4,2,PC2,Testing,1,0,0,4,4,0,1.465517241
8194,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8195,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8201,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8205,2,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
8209,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
8210,1,17,PC17,Enhancement,1,0,0,3,3,0,1.336206897
8215,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
8217,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8230,3,2,PC2,Bug,1,0,0,3,3,0,1.336206897
8231,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8232,5,9,PC9,Bug,1,0,0,2,2,0,1.206896552
8239,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8243,6,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8247,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8252,3,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8260,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8270,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8272,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8273,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8274,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8278,2,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8279,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8288,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
8296,4,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
8297,1,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
8309,1,2,PC2,Release,1,0,0,7,7,0,1.853448276
8318,3,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
8330,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8338,1,2,PC2,Bug,1,0,0,2.5,2.5,0,1.271551724
8341,7,17,PC17,Enhancement,1,0,0,4,4,0,1.465517241
8351,2,2,PC2,Testing,1,0,0,1,1,0,1.077586207
8361,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8379,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8387,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8412,1,2,PC2,Enhancement,1,0,0,4,4,0,1.465517241
8413,5,9,PC9,Bug,1,0,0,0.75,0.75,0,1.045258621
8419,5,9,PC9,Bug,1,0,0,0.75,0.75,0,1.045258621
8420,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
8422,5,9,PC9,Bug,1,0,0,0.75,0.75,0,1.045258621
8423,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
8426,1,2,PC2,Bug,1,0,0,3.5,3.5,0,1.400862069
8427,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8432,1,2,PC2,Bug,1,0,0,2.5,2.5,0,1.271551724
8449,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8450,3,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8451,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8453,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8455,2,2,PC2,Bug,1,0,0,3,3,0,1.336206897
8458,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8466,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
8469,1,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
8473,5,9,PC9,Bug,1,0,0,0.75,0.75,0,1.045258621
8475,4,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
8476,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
8486,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
8487,1,2,PC2,Enhancement,1,0,0,7.5,7.5,0,1.918103448
8493,5,9,PC9,Bug,1,0,1,2,2,0,1.206896552
8493,5,9,PC9,Bug,1,0,NA,2,2,0,1.206896552
8497,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8498,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
8519,1,2,PC2,Bug,1,0,0.5,1.5,1.5,0,1.142241379
8519,1,2,PC2,Bug,1,0,NA,1.5,1.5,0,1.142241379
8530,4,2,PC2,Bug,1,0,0,4,4,0,1.465517241
8532,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
8543,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8553,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8554,2,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8555,2,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
8581,1,2,PC2,Bug,1,0,0,4,4,0,1.465517241
8589,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
8590,1,2,PC2,Bug,1,0,NA,3.5,3.5,0,1.400862069
8590,1,2,PC2,Bug,1,0,2.5,3.5,3.5,0,1.400862069
8592,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
8596,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8609,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
8618,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
8622,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8633,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
8635,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8637,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8649,5,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8657,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
8660,2,16,PC16,Bug,1,0,0,1,1,0,1.077586207
8661,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
8664,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8666,1,2,PC2,Bug,1,0,NA,1,1,0,1.077586207
8666,1,2,PC2,Bug,1,0,0.5,1,1,0,1.077586207
8668,1,2,PC2,Bug,1,0,NA,3,3,0,1.336206897
8668,1,2,PC2,Bug,1,0,1,3,3,0,1.336206897
8669,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8677,3,16,PC16,Enhancement,1,0,0,1,1,0,1.077586207
8680,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8697,5,2,PC2,Bug,1,0,0,1,1,0,1.077586207
8699,3,2,PC2,Testing,1,0,0,7,7,0,1.853448276
8702,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
8707,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
