Task_ID,Priority,Project_ID,Project_code,Category,Total_developers,TaskPerformance,DeveloperPerformance,Hours_estimate,Hours_logged,Difference,Estimate_Effort
4815,1,2,PC2,Release,1,-0.5,-0.5,7,7.5,0.5,1.853448276
4865,1,2,PC2,Enhancement,1,-0.5,2,7,7.5,0.5,1.853448276
4865,1,2,PC2,Enhancement,1,-0.5,NA,7,7.5,0.5,1.853448276
4878,2,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
4913,1,2,PC2,Testing,1,0.5,0.5,7,6.5,0.5,1.853448276
4918,1,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
4924,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
4930,1,2,PC2,Bug,1,-0.5,-0.5,3,3.5,0.5,1.336206897
4937,2,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
4940,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
4979,1,2,PC2,Testing,1,0.5,NA,1,0.5,0.5,1.077586207
4980,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
4986,3,2,PC2,Enhancement,1,-0.5,-0.5,5,5.5,0.5,1.594827586
4990,4,2,PC2,Enhancement,1,-0.5,-0.5,2.5,3,0.5,1.271551724
4997,3,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
5033,1,2,PC2,Testing,1,-0.5,NA,0.5,1,0.5,1.012931034
5033,1,2,PC2,Testing,1,-0.5,0,0.5,1,0.5,1.012931034
5090,2,2,PC2,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
5099,5,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
5108,5,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
5120,5,2,PC2,Enhancement,1,0.5,0.5,4.5,4,0.5,1.530172414
5126,2,2,PC2,Enhancement,1,0.5,0.5,1.5,1,0.5,1.142241379
5150,1,2,PC2,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
5174,2,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
5204,4,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
5205,1,2,PC2,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
5208,1,2,PC2,Enhancement,1,-0.5,-0.5,4,4.5,0.5,1.465517241
5211,4,2,PC2,Enhancement,1,0.5,0.5,1.25,0.75,0.5,1.109913793
5215,2,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
5223,5,2,PC2,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
5224,4,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
5227,2,2,PC2,Enhancement,1,-0.5,-0.5,3.5,4,0.5,1.400862069
5228,3,17,PC17,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
5256,8,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
5281,5,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
5286,5,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
5287,5,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
5308,1,2,PC2,Enhancement,1,-0.5,-0.5,3.5,4,0.5,1.400862069
5314,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
5316,1,2,PC2,Release,1,0.5,0.5,2,1.5,0.5,1.206896552
5332,2,2,PC2,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
5343,4,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
5347,1,2,PC2,Bug,1,-0.5,0.5,1,1.5,0.5,1.077586207
5347,1,2,PC2,Bug,1,-0.5,NA,1,1.5,0.5,1.077586207
5354,5,2,PC2,Release,1,0.5,0.5,2,1.5,0.5,1.206896552
5362,2,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
5379,1,2,PC2,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
5389,5,2,PC2,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
5393,6,2,PC2,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
5400,2,2,PC2,Enhancement,1,-0.5,-0.5,0.5,1,0.5,1.012931034
5408,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
5418,3,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
5420,6,2,PC2,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
5498,2,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
5530,5,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
5568,1,2,PC2,Release,1,-0.5,-0.5,7,7.5,0.5,1.853448276
5570,1,2,PC2,Release,1,0.5,0.5,1,0.5,0.5,1.077586207
5586,1,2,PC2,Bug,1,-0.5,0,0.5,1,0.5,1.012931034
5586,1,2,PC2,Bug,1,-0.5,NA,0.5,1,0.5,1.012931034
5637,5,2,PC2,Bug,1,0.5,NA,1,0.5,0.5,1.077586207
5701,1,2,PC2,Bug,1,-0.5,0,0.5,1,0.5,1.012931034
5701,1,2,PC2,Bug,1,-0.5,NA,0.5,1,0.5,1.012931034
5754,5,2,PC2,Enhancement,1,0.5,0.5,2.5,2,0.5,1.271551724
5788,5,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
5789,5,2,PC2,Release,1,0.5,0.5,2,1.5,0.5,1.206896552
5791,5,9,PC9,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
5815,5,2,PC2,Enhancement,1,-0.5,-0.5,3.5,4,0.5,1.400862069
5830,5,2,PC2,Enhancement,1,0.5,0.5,2.5,2,0.5,1.271551724
5874,5,2,PC2,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
5880,1,18,PC18,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
5888,4,2,PC2,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
5899,1,2,PC2,Bug,1,0.5,NA,2.5,2,0.5,1.271551724
5899,1,2,PC2,Bug,1,0.5,1,2.5,2,0.5,1.271551724
5924,1,9,PC9,Enhancement,1,-0.5,-0.5,5,5.5,0.5,1.594827586
5969,2,2,PC2,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
6017,1,2,PC2,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
6042,1,17,PC17,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
6044,1,2,PC2,Release,1,-0.5,-0.5,5,5.5,0.5,1.594827586
6113,5,9,PC9,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
6133,3,8,PC8,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
6141,1,8,PC8,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
6154,3,2,PC2,Release,1,-0.5,-0.5,1.5,2,0.5,1.142241379
6164,1,9,PC9,Release,1,0.5,0.5,2,1.5,0.5,1.206896552
6177,4,2,PC2,Release,1,-0.5,-0.5,3.5,4,0.5,1.400862069
6181,2,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6184,1,2,PC2,Release,1,-0.5,-0.5,1,1.5,0.5,1.077586207
6196,1,2,PC2,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
6207,6,2,PC2,Enhancement,1,0.5,0.5,3.5,3,0.5,1.400862069
6213,1,2,PC2,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
6241,4,2,PC2,Enhancement,1,0.5,0.5,2.5,2,0.5,1.271551724
6274,1,9,PC9,Release,1,-0.5,0,1,1.5,0.5,1.077586207
6274,1,9,PC9,Release,1,-0.5,NA,1,1.5,0.5,1.077586207
6297,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
6341,1,9,PC9,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
6345,3,2,PC2,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
6347,3,2,PC2,Release,1,0.5,0.5,7,6.5,0.5,1.853448276
6352,4,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
6354,4,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6369,3,2,PC2,Bug,1,-0.5,2.5,5,5.5,0.5,1.594827586
6369,3,2,PC2,Bug,1,-0.5,NA,5,5.5,0.5,1.594827586
6378,2,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6393,3,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6403,3,9,PC9,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
6405,5,9,PC9,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
6439,3,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
6450,5,9,PC9,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
6470,1,9,PC9,Enhancement,1,0.5,0.5,3.5,3,0.5,1.400862069
6480,2,2,PC2,Enhancement,1,0.5,0.5,1.5,1,0.5,1.142241379
6494,2,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
6529,4,9,PC9,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
6542,2,16,PC16,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6561,5,9,PC9,Enhancement,1,-0.5,-0.5,4,4.5,0.5,1.465517241
6565,5,9,PC9,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
6610,5,9,PC9,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
6643,1,9,PC9,Enhancement,1,0.5,0.5,4,3.5,0.5,1.465517241
6652,1,2,PC2,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
6679,3,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
6755,1,17,PC17,Enhancement,1,0.5,0.5,1.5,1,0.5,1.142241379
6770,2,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
6776,1,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6777,8,2,PC2,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
6808,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
6826,4,9,PC9,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
6836,1,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6856,2,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
6873,1,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
6875,2,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
6898,1,16,PC16,Bug,1,0.5,0.5,1.5,1,0.5,1.142241379
6911,5,2,PC2,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
6914,1,16,PC16,Enhancement,1,-0.5,-0.5,3,3.5,0.5,1.336206897
6915,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
6921,1,16,PC16,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
6925,1,2,PC2,Enhancement,1,-0.5,-0.5,3,3.5,0.5,1.336206897
6945,6,2,PC2,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
6947,1,2,PC2,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
6949,1,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
6982,1,9,PC9,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
6994,1,2,PC2,Bug,1,-0.5,-0.5,1.5,2,0.5,1.142241379
6997,1,2,PC2,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
6998,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7052,5,9,PC9,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7054,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7063,2,9,PC9,Enhancement,1,0.5,0.5,4,3.5,0.5,1.465517241
7116,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7130,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7136,1,16,PC16,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7140,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7144,1,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
7158,2,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7169,2,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
7193,2,2,PC2,Enhancement,1,-0.5,-0.5,0.5,1,0.5,1.012931034
7204,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7214,1,2,PC2,Testing,1,-0.5,-0.5,3.5,4,0.5,1.400862069
7221,1,2,PC2,Enhancement,1,-0.5,-0.5,0.5,1,0.5,1.012931034
7231,1,16,PC16,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7241,1,9,PC9,Enhancement,1,0.5,NA,5,4.5,0.5,1.594827586
7241,1,9,PC9,Enhancement,1,0.5,1.5,5,4.5,0.5,1.594827586
7265,5,9,PC9,Bug,1,0.5,0.5,1.5,1,0.5,1.142241379
7270,5,9,PC9,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7275,5,9,PC9,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
7278,1,2,PC2,Bug,1,-0.5,-0.5,4,4.5,0.5,1.465517241
7301,5,9,PC9,Bug,1,-0.5,0,2,2.5,0.5,1.206896552
7301,5,9,PC9,Bug,1,-0.5,NA,2,2.5,0.5,1.206896552
7310,2,8,PC8,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7348,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7351,1,14,PC14,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
7365,1,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
7371,1,2,PC2,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
7372,1,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
7377,1,2,PC2,Bug,1,0.5,0.5,5,4.5,0.5,1.594827586
7380,1,2,PC2,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
7412,1,2,PC2,Release,1,0.5,0.5,1.5,1,0.5,1.142241379
7421,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7439,2,9,PC9,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
7451,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7463,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7464,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7486,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7492,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7503,5,9,PC9,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7516,1,2,PC2,Bug,1,-0.5,-0.5,5,5.5,0.5,1.594827586
7520,3,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7523,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7529,3,2,PC2,Testing,1,-0.5,-0.5,2,2.5,0.5,1.206896552
7545,1,2,PC2,Testing,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7551,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7554,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7570,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
7572,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7643,1,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
7680,1,2,PC2,Bug,1,-0.5,-0.5,7,7.5,0.5,1.853448276
7684,5,2,PC2,Bug,1,-0.5,NA,1.5,2,0.5,1.142241379
7684,5,2,PC2,Bug,1,-0.5,0,1.5,2,0.5,1.142241379
7719,1,2,PC2,Bug,1,0.5,0.5,3.5,3,0.5,1.400862069
7721,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7748,2,2,PC2,Bug,1,-0.5,1.5,2,2.5,0.5,1.206896552
7748,2,2,PC2,Bug,1,-0.5,NA,2,2.5,0.5,1.206896552
7771,4,9,PC9,Enhancement,1,-0.5,1,3,3.5,0.5,1.336206897
7771,4,9,PC9,Enhancement,1,-0.5,NA,3,3.5,0.5,1.336206897
7782,3,9,PC9,Bug,1,0.5,0.5,8.5,8,0.5,2.047413793
7792,1,2,PC2,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7824,1,2,PC2,Enhancement,1,0.5,NA,2,1.5,0.5,1.206896552
7824,1,2,PC2,Enhancement,1,0.5,1,2,1.5,0.5,1.206896552
7830,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7832,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7846,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
7857,3,2,PC2,Enhancement,1,0.5,0.5,5,4.5,0.5,1.594827586
7860,1,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
7869,1,9,PC9,Release,1,0.5,0.5,3.5,3,0.5,1.400862069
7876,1,2,PC2,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
7885,1,9,PC9,Enhancement,1,-0.5,-0.5,3.5,4,0.5,1.400862069
7916,1,2,PC2,Testing,1,0.5,0.5,1,0.5,0.5,1.077586207
7928,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
7937,5,9,PC9,Enhancement,1,0.5,0.5,5,4.5,0.5,1.594827586
7959,5,9,PC9,Bug,1,-0.5,NA,0.5,1,0.5,1.012931034
7959,5,9,PC9,Bug,1,-0.5,0,0.5,1,0.5,1.012931034
7961,5,9,PC9,Bug,1,-0.5,0,0.5,1,0.5,1.012931034
7961,5,9,PC9,Bug,1,-0.5,NA,0.5,1,0.5,1.012931034
7981,1,2,PC2,Bug,1,-0.5,-0.5,14,14.5,0.5,2.75862069
8008,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8063,8,9,PC9,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8071,5,9,PC9,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
8076,5,9,PC9,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8093,1,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
8138,5,9,PC9,Bug,1,0.5,0.5,2.5,2,0.5,1.271551724
8168,4,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
8171,3,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8184,5,9,PC9,Bug,1,0.5,0.5,2.5,2,0.5,1.271551724
8186,1,2,PC2,Testing,1,0.5,0.5,14,13.5,0.5,2.75862069
8190,5,9,PC9,Bug,1,0.5,0.5,2.5,2,0.5,1.271551724
8193,3,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
8200,1,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
8206,1,2,PC2,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
8221,2,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8222,1,2,PC2,Bug,1,-0.5,-0.5,4,4.5,0.5,1.465517241
8229,1,2,PC2,Testing,1,0.5,0.5,1,0.5,0.5,1.077586207
8255,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8257,1,9,PC9,Bug,1,-0.5,NA,2.5,3,0.5,1.271551724
8257,1,9,PC9,Bug,1,-0.5,1,2.5,3,0.5,1.271551724
8286,1,2,PC2,Release,1,-0.5,-0.5,7,7.5,0.5,1.853448276
8299,1,2,PC2,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
8311,1,2,PC2,Release,1,0.5,0.5,1,0.5,0.5,1.077586207
8321,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
8349,1,2,PC2,Bug,1,-0.5,-0.5,3,3.5,0.5,1.336206897
8357,1,2,PC2,Bug,1,0.5,0.5,2.5,2,0.5,1.271551724
8372,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8459,1,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
8461,1,2,PC2,Bug,1,0.5,NA,1,0.5,0.5,1.077586207
8468,1,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
8499,3,9,PC9,Enhancement,1,0.5,0.5,4,3.5,0.5,1.465517241
8500,3,2,PC2,Enhancement,1,-0.5,-0.5,2.5,3,0.5,1.271551724
8504,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
8518,2,2,PC2,Bug,1,-0.5,NA,2,2.5,0.5,1.206896552
8518,2,2,PC2,Bug,1,-0.5,0,2,2.5,0.5,1.206896552
8535,2,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8575,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8604,1,2,PC2,Bug,1,-0.5,-0.5,1.5,2,0.5,1.142241379
8607,1,2,PC2,Bug,1,0.5,NA,2,1.5,0.5,1.206896552
8607,1,2,PC2,Bug,1,0.5,1,2,1.5,0.5,1.206896552
8611,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8613,2,2,PC2,Bug,1,0.5,0.5,1.5,1,0.5,1.142241379
8643,1,2,PC2,Enhancement,1,-0.5,-0.5,3.5,4,0.5,1.400862069
8650,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8652,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8665,5,16,PC16,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
8681,1,2,PC2,Testing,1,-0.5,-0.5,4,4.5,0.5,1.465517241
8705,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8708,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
8724,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
8735,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
8750,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
8753,1,2,PC2,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
8768,1,2,PC2,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
8800,1,2,PC2,Bug,1,0.5,0.5,5,4.5,0.5,1.594827586
8854,3,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
8856,1,2,PC2,Testing,1,0.5,0.5,1.5,1,0.5,1.142241379
8861,5,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
8869,1,2,PC2,Bug,1,-0.5,NA,2,2.5,0.5,1.206896552
8869,1,2,PC2,Bug,1,-0.5,0.5,2,2.5,0.5,1.206896552
8900,5,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
8935,1,2,PC2,Release,1,0.5,0.5,1,0.5,0.5,1.077586207
8964,1,2,PC2,Release,1,0.5,0.5,1,0.5,0.5,1.077586207
9005,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
9019,1,2,PC2,Bug,1,-0.5,6.5,7,7.5,0.5,1.853448276
9019,1,2,PC2,Bug,1,-0.5,NA,7,7.5,0.5,1.853448276
9025,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
9030,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
9040,3,16,PC16,Bug,1,0.5,0.5,4,3.5,0.5,1.465517241
9128,1,2,PC2,Bug,1,-0.5,-0.5,1,1.5,0.5,1.077586207
9237,3,2,PC2,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
9280,1,2,PC2,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
9299,3,9,PC9,Bug,1,-0.5,-0.5,5,5.5,0.5,1.594827586
9307,1,2,PC2,Bug,1,0.5,1,5,4.5,0.5,1.594827586
9307,1,2,PC2,Bug,1,0.5,NA,5,4.5,0.5,1.594827586
9349,4,2,PC2,Bug,1,0.5,0.5,1.5,1,0.5,1.142241379
9350,1,2,PC2,Testing,1,0.5,0.5,5,4.5,0.5,1.594827586
9371,1,2,PC2,Testing,1,0.5,0.5,2,1.5,0.5,1.206896552
9385,1,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
9387,1,8,PC8,Bug,1,0.5,0.5,7,6.5,0.5,1.853448276
9390,1,2,PC2,Testing,1,-0.5,-0.5,2,2.5,0.5,1.206896552
9452,3,9,PC9,Enhancement,1,0.5,0.5,14,13.5,0.5,2.75862069
9627,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
9649,3,4,PC4,Release,1,-0.5,-0.5,7,7.5,0.5,1.853448276
9695,5,9,PC9,Bug,1,0.5,0.5,1.5,1,0.5,1.142241379
9734,1,2,PC2,Release,1,0.5,0.5,1,0.5,0.5,1.077586207
9740,1,4,PC4,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
9783,3,4,PC4,Enhancement,1,-0.5,-0.5,1,1.5,0.5,1.077586207
9788,1,2,PC2,Bug,1,0.5,0.5,5,4.5,0.5,1.594827586
9801,3,4,PC4,Enhancement,1,-0.5,-0.5,5,5.5,0.5,1.594827586
9838,5,9,PC9,Enhancement,1,-0.5,-0.5,3,3.5,0.5,1.336206897
9902,1,4,PC4,Enhancement,1,0.5,0.5,3.5,3,0.5,1.400862069
9926,2,4,PC4,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
9931,1,4,PC4,Enhancement,1,0.5,NA,14,13.5,0.5,2.75862069
9931,1,4,PC4,Enhancement,1,0.5,2,14,13.5,0.5,2.75862069
9974,2,4,PC4,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
9987,3,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
10049,2,9,PC9,Bug,1,-0.5,-0.5,2.5,3,0.5,1.271551724
10186,3,4,PC4,Testing,1,0.5,0.5,3,2.5,0.5,1.336206897
10219,3,9,PC9,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
10258,3,16,PC16,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
10259,3,4,PC4,Bug,1,0.5,0.5,7,6.5,0.5,1.853448276
10263,4,9,PC9,Bug,1,-0.5,-0.5,1.5,2,0.5,1.142241379
10297,3,4,PC4,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
10308,1,9,PC9,Bug,1,0.5,2.5,7,6.5,0.5,1.853448276
10308,1,9,PC9,Bug,1,0.5,NA,7,6.5,0.5,1.853448276
10357,2,8,PC8,Enhancement,1,0.5,0.5,2.5,2,0.5,1.271551724
10380,1,4,PC4,Release,1,0.5,0.5,4,3.5,0.5,1.465517241
10387,3,4,PC4,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
10392,1,4,PC4,Enhancement,1,-0.5,-0.5,2,2.5,0.5,1.206896552
10394,1,4,PC4,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
10398,1,4,PC4,Release,1,-0.5,-0.5,3.5,4,0.5,1.400862069
